0|iata_code|1|city_rus
VLL|VLL|Вальядолид|Вальядолид
VLM|VLM||
VLN|VLN|Валенсия|Валенсия
VLO|VLO|Валледжо, шт. Калифорния|Валледжо, шт. Калифорния
VLP|VLP|Вила-Рика|Вила-Рика
VLR|VLR|Вайенар|Вайенар
VLS|VLS|Вейлсдир|Вейлсдир
VLU|VLU|Великие Луки|Великие Луки
VLV|VLV|Валера|Валера
VME|VME|Вилья-Мерседес|Вилья-Мерседес
VMI|VMI||
VMU|VMU|Беймуру|Беймуру
VNA|VNA|Сараване|Сараване
VNC|VNC||
VND|VND||
VNE|VNE|Ваннес|Ваннес
VNG|VNG||
VNO|VNO|Вильнюс|Вильнюс
VNR|VNR||
VNS|VNS|Варанаси|Варанаси
VNT|VNT|Вентспилс|Вентспилс
VNX|VNX|Виланкулос|Виланкулос
VNY|VNY|Лос Анджелес|Лос Анджелес
VOG|VOG|Волгоград|Волгоград
VOH|VOH|Вохемар|Вохемар
VOI|VOI|Войнджама|Войнджама
VOK|VOK||
VOL|VOL|Волос|Волос
VOT|VOT||
VOZ|VOZ|Воронеж|Воронеж
VPE|VPE||
VPN|VPN|Вопнафьордур|Вопнафьордур
VPS|VPS||
VPY|VPY||
VPZ|VPZ|Вальпараисо|Вальпараисо
VQQ|VQQ||
VQS|VQS||
VRA|VRA|Варадеро|Варадеро
VRB|VRB|Веро Бич|Веро Бич
VRC|VRC|Вирак|Вирак
VRE|VRE|Вредендаль|Вредендаль
VRK|VRK||
VRL|VRL|Вила-Реал|Вила-Реал
VRN|VRN|Верона|Верона
VRO|VRO|Матансас|Матансас
VRS|VRS|Версаль|Версаль
VRU|VRU|Врибург|Врибург
VRY|VRY|Верой|Верой
VSA|VSA|Вийяхермоса|Вийяхермоса
VSE|VSE|Визеу|Визеу
VSF|VSF||
VSG|VSG|Луганск|Луганск
VSO|VSO|Пхуоклонг|Пхуоклонг
VST|VST|Стокгольм|Стокгольм
VTA|VTA|Лимбе|Лимбе
VTB|VTB|Витебск|Витебск
VTE|VTE|Виентиане|Виентиане
VTF|VTF|Ватулеле|Ватулеле
VTG|VTG||
VTL|VTL|Виттель|Виттель
VTN|VTN||
VTU|VTU|Лас-Тунас|Лас-Тунас
VTZ|VTZ|Вишакхапатнам|Вишакхапатнам
VUP|VUP|Валледупар|Валледупар
VUS|VUS|Великий Устюг|Великий Устюг
VUU|VUU||
VVB|VVB|Маханору|Маханору
VVC|VVC||
VVI|VVI|Санта-Круз-Айленд|Санта-Круз-Айленд
VVK|VVK|Вастервик|Вастервик
VVO|VVO|Владивосток|Владивосток
VVZ|VVZ|Иллизи|Иллизи
VXC|VXC||
VXE|VXE||
VXO|VXO||
VYD|VYD|Врихейд|Врихейд
VYS|VYS|Перу|Перу
WAA|WAA|Уэльс|Уэльс
WAB|WAB|Вабаг|Вабаг
WAC|WAC|Вака|Вака
WAD|WAD|Андриамена|Андриамена
WAE|WAE|Вади-ад-Давасир|Вади-ад-Давасир
WAF|WAF|Вана|Вана
WAG|WAG|Вангануи|Вангануи
WAH|WAH||
WAI|WAI|Антсохиху|Антсохиху
WAJ|WAJ|Вавой-Фоллз|Вавой-Фоллз
WAK|WAK|Анказоабо|Анказоабо
WAL|WAL||
WAM|WAM|Амбатондразака|Амбатондразака
WAN|WAN|Вейверни|Вейверни
WAO|WAO|Вабо|Вабо
WAP|WAP|Альто-Палена|Альто-Палена
WAQ|WAQ|Антсалова|Антсалова
WAR|WAR|Варис|Варис
WAT|WAT|Вотерфорд|Вотерфорд
WAU|WAU||
WAV|WAV||
WAW|WAW|Варшава|Варшава
WAX|WAX||
WAY|WAY||
WAZ|WAZ||
WBA|WBA||
WBB|WBB||
WBC|WBC||
WBD|WBD|Бефандриана|Бефандриана
WBE|WBE|Беаланана|Беаланана
WBG|WBG||
WBI|WBI||
WBM|WBM|Вапенаманда|Вапенаманда
WBN|WBN||
WBO|WBO|Беророха|Беророха
WBQ|WBQ||
WBR|WBR||
WBU|WBU||
WBW|WBW||
WCA|WCA|Кастро|Кастро
WCH|WCH|Чайтен|Чайтен
WCR|WCR||
WDA|WDA|Вади-Эйн|Вади-Эйн
WDB|WDB||
WDG|WDG||
WDI|WDI|Вондай|Вондай
WDN|WDN||
WDR|WDR||
WDY|WDY||
WEA|WEA||
WED|WED|Ведау|Ведау
WEF|WEF|Вэйфан|Вэйфан
WEH|WEH|Вейхай|Вейхай
WEI|WEI||
WEL|WEL|Велком|Велком
WEM|WEM||
WEP|WEP|Вим|Вим
WES|WES|Висуа|Висуа
WET|WET|Вагете|Вагете
WEW|WEW||
WEX|WEX|Уэксфорд|Уэксфорд
WFB|WFB||
WFD|WFD|Вудфорд|Вудфорд
WFI|WFI|Фианаранцоа|Фианаранцоа
WFK|WFK||
WGA|WGA|Вагга-Вагга|Вагга-Вагга
WGB|WGB|Бахавалнагар|Бахавалнагар
WGC|WGC||
WGE|WGE||
WGF|WGF||
WGN|WGN|Вайтанги|Вайтанги
WGO|WGO||
WGP|WGP|Ваингапу|Ваингапу
WGT|WGT||
WGU|WGU||
WGY|WGY|Вагни|Вагни
WGZ|WGZ||
WHD|WHD||
WHF|WHF|Вади-Халфа|Вади-Халфа
WHH|WHH||
WHK|WHK|Вакатане|Вакатане
WHL|WHL||
WHO|WHO|Франц-Джозеф|Франц-Джозеф
WHP|WHP|Лос Анджелес|Лос Анджелес
WHS|WHS|Волсей|Волсей
WHT|WHT||
WHU|WHU|Вуху|Вуху
WIC|WIC|Вик|Вик
WID|WID|Вильденрат|Вильденрат
WIE|WIE|Висбаден|Висбаден
WIK|WIK|Сурфдейл|Сурфдейл
WIL|WIL|Найроби|Найроби
WIN|WIN||
WIO|WIO||
WIR|WIR||
WIT|WIT||
WIU|WIU|Виту|Виту
WJA|WJA|Воджа|Воджа
WJF|WJF||
WJR|WJR|Ваджир|Ваджир
WJU|WJU||
WKA|WKA|Ванака|Ванака
WKB|WKB||
WKF|WKF||
WKI|WKI||
WKJ|WKJ||
WKK|WKK||
WKL|WKL||
WKN|WKN|Вакунай|Вакунай
WLA|WLA|Валлал|Валлал
WLB|WLB||
WLC|WLC|Валха|Валха
WLD|WLD||
WLG|WLG|Уеллингтон|Уеллингтон
WLH|WLH|Валаха|Валаха
WLK|WLK||
WLL|WLL|Воллогорэнг|Воллогорэнг
WLM|WLM||
WLN|WLN||
WLO|WLO|Ватерло|Ватерло
WLR|WLR||
WLS|WLS||
WLW|WLW||
WMA|WMA|Мандритсара|Мандритсара
WMB|WMB|Варранамбул|Варранамбул
WMC|WMC||
WMD|WMD|Мандабе|Мандабе
WME|WME||
WMH|WMH||
WMK|WMK||
WML|WML|Малаимбанди|Малаимбанди
WMN|WMN|Мароантсера|Мароантсера
WMO|WMO||
WMP|WMP|Мампикони|Мампикони
WMR|WMR|Мананара|Мананара
WMV|WMV|Мадировало|Мадировало
WMX|WMX|Вамена|Вамена
WNA|WNA||
WNC|WNC||
WND|WND||
WNE|WNE|Вора-На-Йе|Вора-На-Йе
WNN|WNN||
WNP|WNP|Нага|Нага
WNR|WNR||
WNS|WNS||
WNU|WNU|Ванума|Ванума
WNZ|WNZ|Венчжоу|Венчжоу
WOA|WOA|Воненара|Воненара
WOB|WOB||
WOD|WOD||
WOE|WOE|Вонсдрехт|Вонсдрехт
WOG|WOG||
WOI|WOI|Вологисси|Вологисси
WOK|WOK|Вонкен|Вонкен
WOL|WOL|Воллонгонг|Воллонгонг
WON|WON|Вондула|Вондула
WOO|WOO||
WOR|WOR||
WOT|WOT|Вонань|Вонань
WOW|WOW||
WPA|WPA|Пуэрто-Айсен|Пуэрто-Айсен
WPB|WPB|Порт-Бердж|Порт-Бердж
WPC|WPC||
WPK|WPK||
WPL|WPL||
WPM|WPM|Випим|Випим
WPO|WPO||
WPR|WPR|Порвенир|Порвенир
WPU|WPU|Пуэрто-Вильямс|Пуэрто-Вильямс
WRA|WRA|Уордер|Уордер
WRB|WRB|Макон|Макон
WRE|WRE|Вангарей|Вангарей
WRG|WRG||
WRH|WRH||
WRI|WRI||
WRL|WRL||
WRO|WRO|Вроцлав|Вроцлав
WRW|WRW||
WRY|WRY|Вестрей|Вестрей
WRZ|WRZ||
WSA|WSA|Васуа|Васуа
WSB|WSB||
WSD|WSD||
WSF|WSF||
WSG|WSG||
WSH|WSH||
WSJ|WSJ|Сан Хуан|Сан Хуан
WSM|WSM||
WSN|WSN||
WSO|WSO|Вашабо|Вашабо
WSP|WSP||
WSR|WSR|Васиор|Васиор
WST|WST||
WSU|WSU|Васу|Васу
WSX|WSX||
WSY|WSY|Эйрли Бич|Эйрли Бич
WSZ|WSZ|Вестпорт|Вестпорт
WTA|WTA|Тамбохорано|Тамбохорано
WTC|WTC|Нью-Йорк|Нью-Йорк
WTD|WTD|Вест-Энд|Вест-Энд
WTE|WTE||
WTK|WTK||
WTL|WTL||
WTN|WTN||
WTO|WTO||
WTP|WTP|Войтапе|Войтапе
WTR|WTR||
WTS|WTS|Тсироаномандиди|Тсироаномандиди
WTT|WTT|Вантоат|Вантоат
WTZ|WTZ||
WUA|WUA||
WUD|WUD||
WUG|WUG|Вау|Вау
WUH|WUH|Вухан|Вухан
WUK|WUK||
WUM|WUM||
WUN|WUN||
WUS|WUS|Вуйшань|Вуйшань
WUU|WUU|Вау|Вау
WUV|WUV||
WUX|WUX|Вуси|Вуси
WUZ|WUZ|Вучжоу|Вучжоу
WVB|WVB|Волвис-Бей|Волвис-Бей
WVI|WVI||
WVK|WVK|Манакара|Манакара
WVL|WVL|Уотервилл|Уотервилл
WVN|WVN||
WWA|WWA||
WWD|WWD||
WWG|WWG||
WWI|WWI||
WWK|WWK|Вевак|Вевак
WWP|WWP||
WWR|WWR||
WWS|WWS||
WWT|WWT||
WWY|WWY||
WXF|WXF||
WXN|WXN||
WYA|WYA|Вайалла|Вайалла
WYB|WYB||
WYE|WYE|Енгема|Енгема
WYN|WYN||
WYS|WYS|Уест Йеллоустоун|Уест Йеллоустоун
WZY|WZY||
XAL|XAL|Аламос|Аламос
XAP|XAP||
XAR|XAR|Арибинда|Арибинда
XAU|XAU|Саул|Саул
XAY|XAY|Ксейабери|Ксейабери
XBB|XBB||
XBE|XBE||
XBG|XBG|Боганд|Боганд
XBJ|XBJ|Бирджанд|Бирджанд
XBL|XBL|Буно-Беделле|Буно-Беделле
XBN|XBN|Бинигуни|Бинигуни
XBO|XBO|Булса|Булса
XBR|XBR||
XBW|XBW||
XCH|XCH||
XCL|XCL||
XCM|XCM||
XCN|XCN||
XCO|XCO||
XCR|XCR||
XDB|XDB|Лилль|Лилль
XDE|XDE|Диебугу|Диебугу
XDJ|XDJ|Джибо|Джибо
XDT|XDT|Париж|Париж
XDV|XDV|Принс Джордж|Принс Джордж
XDW|XDW|Принц Руперт|Принц Руперт
XDY|XDY||
XEA|XEA|Ванкувер|Ванкувер
XEN|XEN|Хайньчен|Хайньчен
XEO|XEO||
XEQ|XEQ||
XES|XES||
XEX|XEX|Париж|Париж
XFA|XFA|Лилль|Лилль
XFN|XFN|Сянфань|Сянфань
XFW|XFW|Гамбург|Гамбург
XFY|XFY|Квебек|Квебек
XFZ|XFZ|Квебек|Квебек
XGA|XGA|Гауа|Гауа
XGB|XGB|Париж|Париж
XGG|XGG||
XGL|XGL||
XGN|XGN|Шангонго|Шангонго
XGR|XGR||
XHN|XHN|Льеж|Льеж
XHX|XHX|Аделаида|Аделаида
XIC|XIC|Хайчэн|Хайчэн
XIE|XIE|Ксьенглом|Ксьенглом
XIG|XIG|Шингуэра|Шингуэра
XIH|XIH||
XIJ|XIJ||
XIK|XIK|Милан|Милан
XIL|XIL|Хайлиньхот|Хайлиньхот
XIN|XIN|Хайньнин|Хайньнин
XIQ|XIQ||
XIX|XIX|Верона|Верона
XIY|XIY||
XJD|XJD||
XJE|XJE||
XJM|XJM||
XKA|XKA|Канчари|Канчари
XKC|XKC|Сенднес|Сенднес
XKH|XKH|Ксьенг-Кхуанг|Ксьенг-Кхуанг
XKO|XKO||
XKS|XKS||
XKY|XKY|Кайя|Кайя
XLB|XLB||
XLF|XLF||
XLJ|XLJ|Квебек|Квебек
XLM|XLM|Монреаль|Монреаль
XLO|XLO|Лонь-Йен|Лонь-Йен
XLS|XLS|Сент Луис|Сент Луис
XLU|XLU|Лео|Лео
XLW|XLW||
XMA|XMA||
XMC|XMC||
XMD|XMD||
XMG|XMG|Махендранагар|Махендранагар
XMH|XMH|Манихи|Манихи
XMI|XMI|Масаси|Масаси
XML|XML||
XMN|XMN|Сямэнь|Сямэнь
XMP|XMP||
XMS|XMS|Макас|Макас
XMY|XMY||
XNA|XNA||
XNG|XNG|Кванг-Нгаи|Кванг-Нгаи
XNH|XNH||
XNN|XNN|Хайнин|Хайнин
XNT|XNT|Хайнтай|Хайнтай
XNU|XNU||
XOZ|XOZ|Доха|Доха
XPA|XPA|Пама|Пама
XPG|XPG|Париж|Париж
XPK|XPK||
XPL|XPL|Комаягуа|Комаягуа
XPP|XPP||
XPQ|XPQ|Порт Кланг|Порт Кланг
XPR|XPR||
XPU|XPU||
XPZ|XPZ||
XQC|XQC||
XQP|XQP||
XQU|XQU||
XQV|XQV||
XRH|XRH|Ричмонд|Ричмонд
XRJ|XRJ|Рим|Рим
XRR|XRR||
XRY|XRY||
XSA|XSA|Синоу|Синоу
XSC|XSC||
XSD|XSD|Тонопа|Тонопа
XSE|XSE|Себба|Себба
XSI|XSI||
XSM|XSM||
XSO|XSO||
XSP|XSP|Сингапур|Сингапур
XTA|XTA|Тяньцзинь|Тяньцзинь
XTF|XTF|Тяньцзинь|Тяньцзинь
XTG|XTG||
XTL|XTL||
XTM|XTM||
XTO|XTO|Тарум|Тарум
XTR|XTR||
XTT|XTT|Париж|Париж
XTV|XTV||
XUZ|XUZ|Хучжоу|Хучжоу
XVL|XVL|Винь-Лонь|Винь-Лонь
XVQ|XVQ|Венеция|Венеция
XVY|XVY|Рим|Рим
XWC|XWC|Вена|Вена
XWK|XWK|Роннеби|Роннеби
XWL|XWL|Готенбург|Готенбург
XWP|XWP||
XWQ|XWQ|Енкопинг|Енкопинг
XWW|XWW|Вена|Вена
XWZ|XWZ|Никопинг|Никопинг
XXA|XXA||
XXK|XXK||
XXU|XXU||
XYA|XYA||
XYC|XYC||
XYD|XYD|Лион|Лион
XYE|XYE|Йе|Йе
XYI|XYI||
XYL|XYL|Лион|Лион
XYM|XYM||
XYN|XYN||
XYO|XYO|Карлсхамн|Карлсхамн
XYP|XYP||
XYR|XYR||
XYT|XYT|Тулуз|Тулуз
XYU|XYU||
XYV|XYV|Лион|Лион
XYX|XYX||
XZA|XZA|Забре|Забре
XZE|XZE||
XZF|XZF|Дамман|Дамман
XZJ|XZJ||
XZQ|XZQ||
XZU|XZU||
XZX|XZX||
YAA|YAA||
YAB|YAB||
YAC|YAC||
YAD|YAD||
YAE|YAE||
YAF|YAF||
YAG|YAG||
YAH|YAH||
YAI|YAI|Чиллан|Чиллан
YAJ|YAJ||
YAK|YAK||
YAL|YAL||
YAM|YAM|Со Сен Мари|Со Сен Мари
YAN|YAN|Янгамби|Янгамби
YAO|YAO|Яунде|Яунде
YAP|YAP||
YAQ|YAQ||
YAR|YAR||
YAS|YAS||
YAT|YAT||
YAU|YAU||
YAV|YAV||
YAW|YAW|Галифакс|Галифакс
YAX|YAX||
YAY|YAY||
YAZ|YAZ||
YBA|YBA|Банфф|Банфф
YBB|YBB||
YBC|YBC||
YBD|YBD||
YBE|YBE||
YBF|YBF||
YBG|YBG||
YBH|YBH||
YBI|YBI||
YBJ|YBJ||
YBK|YBK||
YBL|YBL|Кэмпбелл Ривер|Кэмпбелл Ривер
YBM|YBM||
YBN|YBN||
YBO|YBO||
YBP|YBP|Ибин|Ибин
YBQ|YBQ||
YBR|YBR|Брэндон|Брэндон
YBS|YBS||
YBT|YBT||
YBV|YBV||
YBW|YBW|Калгари|Калгари
YBX|YBX||
YBY|YBY||
YCA|YCA||
YCB|YCB||
YCC|YCC||
YCD|YCD|Нанаимо|Нанаимо
YCE|YCE||
YCF|YCF||
YCG|YCG||
YCH|YCH||
YCI|YCI||
YCJ|YCJ||
YCK|YCK||
YCL|YCL||
YCM|YCM||
YCN|YCN|Кочране|Кочране
YCO|YCO||
YCP|YCP||
YCQ|YCQ||
YCR|YCR||
YCS|YCS||
YCT|YCT||
YCU|YCU||
YCV|YCV||
YCW|YCW|Чиллиуок|Чиллиуок
YCX|YCX||
YCY|YCY||
YCZ|YCZ||
YDA|YDA||
YDB|YDB||
YDC|YDC||
YDE|YDE||
YDF|YDF||
YDG|YDG||
YDH|YDH||
YDI|YDI||
YDJ|YDJ||
YDK|YDK||
YDL|YDL||
YDN|YDN||
YDO|YDO||
YDP|YDP||
YDQ|YDQ||
YDR|YDR||
YDS|YDS||
YDT|YDT|Ванкувер|Ванкувер
YDU|YDU||
YDV|YDV||
YDW|YDW||
YDX|YDX|Док-Крик|Док-Крик
YEC|YEC||
YED|YED|Едмонтон|Едмонтон
YEG|YEG||
YEH|YEH||
YEI|YEI|Бурса|Бурса
YEK|YEK||
YEL|YEL||
YEM|YEM||
YEN|YEN||
YEO|YEO|Йовилтон|Йовилтон
YEP|YEP||
YEQ|YEQ|Енкис|Енкис
YER|YER||
YES|YES||
YET|YET||
YEU|YEU||
YEV|YEV||
YEY|YEY||
YFA|YFA||
YFB|YFB||
YFC|YFC|Фредериктон|Фредериктон
YFE|YFE||
YFG|YFG||
YFH|YFH||
YFJ|YFJ||
YFL|YFL||
YFO|YFO||
YFR|YFR||
YFS|YFS||
YFX|YFX||
YGA|YGA||
YGB|YGB||
YGC|YGC||
YGE|YGE||
YGG|YGG||
YGH|YGH||
YGJ|YGJ|Йонаго|Йонаго
YGK|YGK|Кингстоун|Кингстоун
YGL|YGL||
YGM|YGM||
YGN|YGN||
YGO|YGO||
YGQ|YGQ||
YGR|YGR||
YGS|YGS||
YGT|YGT||
YGV|YGV||
YGW|YGW||
YGX|YGX||
YGY|YGY||
YGZ|YGZ||
YHA|YHA||
YHB|YHB||
YHC|YHC|Хакаи-Пасс|Хакаи-Пасс
YHD|YHD|Драйден|Драйден
YHE|YHE||
YHF|YHF||
YHG|YHG||
YHH|YHH|Кэмпбелл Ривер|Кэмпбелл Ривер
YHI|YHI||
YHK|YHK||
YHM|YHM|Гамильтон|Гамильтон
YHN|YHN||
YHO|YHO||
YHP|YHP||
YHR|YHR||
YHS|YHS||
YHT|YHT||
YHU|YHU|Монреаль|Монреаль
YHY|YHY||
YHZ|YHZ|Галифакс|Галифакс
YIB|YIB||
YIF|YIF||
YIG|YIG||
YIH|YIH|Фучэн|Фучэн
YIK|YIK||
YIN|YIN|Иньин|Иньин
YIO|YIO||
YIP|YIP||
YIV|YIV||
YIW|YIW|Иву|Иву
YJF|YJF||
YJN|YJN||
YJO|YJO||
YJP|YJP||
YJT|YJT||
YKA|YKA|Камлупс|Камлупс
YKC|YKC||
YKD|YKD||
YKE|YKE||
YKF|YKF||
YKG|YKG||
YKI|YKI||
YKJ|YKJ||
YKK|YKK||
YKL|YKL||
YKM|YKM|Якима|Якима
YKN|YKN||
YKQ|YKQ||
YKS|YKS|Якутск|Якутск
YKT|YKT||
YKU|YKU||
YKX|YKX||
YKY|YKY||
YKZ|YKZ|Торонто|Торонто
YLA|YLA||
YLB|YLB||
YLC|YLC||
YLD|YLD||
YLE|YLE||
YLF|YLF||
YLG|YLG||
YLH|YLH||
YLI|YLI||
YLJ|YLJ||
YLL|YLL||
YLM|YLM||
YLN|YLN|Фулан|Фулан
YLO|YLO||
YLP|YLP||
YLQ|YLQ||
YLR|YLR||
YLS|YLS||
YLT|YLT||
YLW|YLW||
YLX|YLX||
YLY|YLY||
YMA|YMA||
YMB|YMB||
YMC|YMC||
YMD|YMD||
YME|YME||
YMF|YMF||
YMG|YMG||
YMI|YMI||
YMJ|YMJ||
YML|YML||
YMM|YMM||
YMN|YMN||
YMO|YMO||
YMP|YMP||
YMR|YMR||
YMS|YMS|Юримагуас|Юримагуас
YMT|YMT||
YMW|YMW||
YMX|YMX|Монреаль|Монреаль
YNA|YNA||
YNB|YNB|Янбу|Янбу
YNC|YNC||
YND|YND|Оттава|Оттава
YNE|YNE||
YNF|YNF||
YNG|YNG||
YNI|YNI||
YNJ|YNJ|Яньцзи|Яньцзи
YNK|YNK||
YNL|YNL||
YNM|YNM||
YNN|YNN||
YNO|YNO||
YNP|YNP||
YNR|YNR||
YNS|YNS||
YNT|YNT|Янтай|Янтай
YNY|YNY|Янян|Янян
YNZ|YNZ|Яньчэн|Яньчэн
YOA|YOA||
YOC|YOC||
YOD|YOD||
YOE|YOE||
YOG|YOG||
YOH|YOH||
YOJ|YOJ||
YOK|YOK|Йокогама|Йокогама
YOL|YOL|Йола|Йола
YOO|YOO||
YOP|YOP||
YOS|YOS|Оуэн Саунд|Оуэн Саунд
YOT|YOT||
YOW|YOW|Оттава|Оттава
YOY|YOY||
YPA|YPA||
YPB|YPB||
YPC|YPC||
YPD|YPD||
YPE|YPE||
YPF|YPF||
YPG|YPG||
YPH|YPH||
YPI|YPI|Порт Симпсон|Порт Симпсон
YPJ|YPJ||
YPL|YPL||
YPM|YPM||
YPN|YPN||
YPO|YPO||
YPP|YPP||
YPQ|YPQ||
YPR|YPR|Принц Руперт|Принц Руперт
YPS|YPS||
YPT|YPT||
YPW|YPW||
YPX|YPX||
YPY|YPY||
YPZ|YPZ||
YQA|YQA||
YQB|YQB||
YQC|YQC||
YQD|YQD||
YQE|YQE|Кимберли|Кимберли
YQF|YQF||
YQG|YQG|Виндзор|Виндзор
YQH|YQH||
YQI|YQI||
YQK|YQK||
YQL|YQL|Летбридж|Летбридж
YQN|YQN||
YQQ|YQQ||
YQR|YQR||
YQS|YQS||
YQT|YQT|Тандер Бэй|Тандер Бэй
YQU|YQU||
YQV|YQV|Йорктон|Йорктон
YQW|YQW||
YQX|YQX||
YQY|YQY||
YQZ|YQZ|Кеснел|Кеснел
YRA|YRA||
YRB|YRB||
YRD|YRD||
YRE|YRE||
YRF|YRF||
YRG|YRG||
YRI|YRI||
YRJ|YRJ||
YRL|YRL||
YRM|YRM||
YRN|YRN||
YRO|YRO|Оттава|Оттава
YRQ|YRQ||
YRR|YRR||
YRS|YRS||
YRT|YRT||
YRV|YRV|Ревелстоук|Ревелстоук
YSA|YSA||
YSB|YSB||
YSC|YSC||
YSD|YSD||
YSE|YSE||
YSF|YSF||
YSG|YSG||
YSH|YSH||
YSI|YSI||
YSJ|YSJ|Сент Джон|Сент Джон
YSK|YSK||
YSL|YSL||
YSM|YSM||
YSN|YSN||
YSO|YSO||
YSP|YSP|Марафон|Марафон
YSQ|YSQ||
YSR|YSR||
YSS|YSS||
YST|YST||
YSU|YSU||
YSV|YSV||
YSX|YSX||
YSY|YSY||
YSZ|YSZ||
YTA|YTA||
YTB|YTB||
YTC|YTC||
YTD|YTD||
YTE|YTE||
YTF|YTF||
YTG|YTG||
YTH|YTH||
YTI|YTI||
YTJ|YTJ||
YTK|YTK|Тулугак|Тулугак
YTL|YTL||
YTM|YTM|Мон Тремблан|Мон Тремблан
YTN|YTN||
YTO|YTO|Торонто|Торонто
YTP|YTP||
YTQ|YTQ||
YTR|YTR||
YTS|YTS||
YTT|YTT||
YTU|YTU|Тасу|Тасу
YTX|YTX||
YTZ|YTZ|Торонто|Торонто
YUA|YUA||
YUB|YUB||
YUD|YUD||
YUE|YUE||
YUL|YUL|Монреаль|Монреаль
YUM|YUM||
YUT|YUT||
YUX|YUX||
YUY|YUY||
YVA|YVA||
YVB|YVB||
YVC|YVC||
YVD|YVD|Ева|Ева
YVE|YVE||
YVG|YVG||
YVM|YVM||
YVP|YVP||
YVQ|YVQ||
YVR|YVR||
YVT|YVT||
YVV|YVV||
YVZ|YVZ||
YWA|YWA||
YWB|YWB||
YWF|YWF|Галифакс|Галифакс
YWG|YWG|Виннипег|Виннипег
YWH|YWH|Лимбе|Лимбе
YWJ|YWJ||
YWK|YWK||
YWL|YWL||
YWM|YWM||
YWN|YWN||
YWO|YWO||
YWP|YWP||
YWQ|YWQ||
YWR|YWR||
YWS|YWS|Уистлер|Уистлер
YWY|YWY||
YXC|YXC||
YXD|YXD|Едмонтон|Едмонтон
YXE|YXE|Саскатун|Саскатун
YXF|YXF||
YXH|YXH|Медисин Хет|Медисин Хет
YXI|YXI||
YXJ|YXJ||
YXK|YXK||
YXL|YXL||
YXN|YXN||
YXP|YXP||
YXQ|YXQ||
YXR|YXR||
YXS|YXS|Принс Джордж|Принс Джордж
YXT|YXT||
YXX|YXX||
YXY|YXY||
YXZ|YXZ||
YYA|YYA||
YYB|YYB|Норт Бэй|Норт Бэй
YYC|YYC||
YYD|YYD||
YYE|YYE||
YYF|YYF|Пентинктон|Пентинктон
YYG|YYG||
YYH|YYH||
YYI|YYI||
YYJ|YYJ|Лимбе|Лимбе
YYL|YYL||
YYM|YYM||
YYN|YYN||
YYR|YYR||
YYU|YYU||
YYW|YYW||
YYY|YYY||
YYZ|YYZ|Торонто|Торонто
YZA|YZA||
YZC|YZC||
YZE|YZE||
YZF|YZF||
YZG|YZG||
YZH|YZH||
YZM|YZM||
YZP|YZP||
YZR|YZR||
YZS|YZS||
YZT|YZT||
YZU|YZU||
YZV|YZV||
YZW|YZW||
YZX|YZX||
ZAA|ZAA||
ZAC|ZAC||
ZAD|ZAD|Задар|Задар
ZAG|ZAG|Загреб|Загреб
ZAH|ZAH|Захедан|Захедан
ZAJ|ZAJ|Зарандж|Зарандж
ZAL|ZAL|Вальдивия|Вальдивия
ZAM|ZAM||
ZAO|ZAO|Каор|Каор
ZAR|ZAR|Зариа|Зариа
ZAS|ZAS|Шанде|Шанде
ZAT|ZAT|Жаньтон|Жаньтон
ZAX|ZAX||
ZAZ|ZAZ|Сарагоса|Сарагоса
ZBD|ZBD||
ZBE|ZBE|Забржег|Забржег
ZBF|ZBF|Батерст|Батерст
ZBK|ZBK|Завлака|Завлака
ZBL|ZBL||
ZBM|ZBM||
ZBO|ZBO||
ZBP|ZBP|Балтимор|Балтимор
ZBR|ZBR||
ZBU|ZBU||
ZBV|ZBV||
ZBY|ZBY|Сайабори|Сайабори
ZBZ|ZBZ||
ZCA|ZCA||
ZCL|ZCL|Закатекас|Закатекас
ZCO|ZCO|Темуко|Темуко
ZCP|ZCP|Фошан|Фошан
ZCU|ZCU||
ZDU|ZDU|Данди|Данди
ZEC|ZEC||
ZEF|ZEF||
ZEG|ZEG|Сенгго|Сенгго
ZEL|ZEL||
ZEM|ZEM||
ZEN|ZEN||
ZER|ZER|Зеро|Зеро
